Repository,File_Path,Initial_Commit_SHA,Initial_Commit_Time,Initial_Commit_Content,Last_Commit_SHA,Last_Commit_Time,Last_Commit_Content,Time_Difference_(Days),Modification_Count
awsxuhi/github-actions-cicd,.github/workflows/ai_pr_codereview_v2_claude.yml,b358c32203e43f5eddbf4b145ab73171d9530906,2024-09-16 14:00:29,"# Code Review Version 2 - Claude3
#
# This version of the workflow directly uses `tmokmss/bedrock-pr-reviewer@main` for code review.
# Testing has shown that it works successfully.
#

name: Code Review Version 2 - Claude3

on:
  pull_request:
  workflow_dispatch:

permissions:
  issues: write
  pull-requests: write
  id-token: write
  contents: read

concurrency:
  group: ${{ github.repository }}-${{ github.event.number || github.head_ref || github.sha }}-${{ github.workflow }}-${{ github.event_name == 'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}

jobs:
  code_review:
    runs-on: ubuntu-latest
    environment: production
    steps:
      # - name: Checkout code
      #   uses: actions/checkout@v4
      #   with:
      #     fetch-depth: 0

      # - uses: GrantBirki/git-diff-action@v2.4.0
      #   id: git-diff
      #   with:
      #     raw_diff_file_output: diff.txt
      #     file_output_only: ""true""

      - name: Configure AWS credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          aws-region: ${{ vars.AWS_REGION }}
          role-to-assume: ${{ secrets.AWS_ROLE_TO_ASSUME }}
          # role-session-name: gha-session-${{ github.run_id }}-${{ github.job }}
          role-session-name: gha-session
          # role-session-name: gha-session-10871592797-review
          role-duration-seconds: 3600

      - name: Get AWS credentials (Optional Step)
        run: aws sts get-caller-identity

      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: false
          review_simple_changes: false
          review_comment_lgtm: false
",9ad1ae8ee75938eb03f2b80c760e437cd05b271a,2024-09-18 16:29:23,"# Code Review Version 2 - Claude3
#
# This version of the workflow directly uses `tmokmss/bedrock-pr-reviewer@main` for code review.
# Testing has shown that it works successfully.
#

name: Code Review Version 2 - Claude3

on:
  workflow_dispatch:
  # pull_request:

permissions:
  issues: write
  pull-requests: write
  id-token: write
  contents: read

concurrency:
  group: ${{ github.repository }}-${{ github.event.number || github.head_ref || github.sha }}-${{ github.workflow }}-${{ github.event_name == 'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}

jobs:
  code_review_v2_claude:
    runs-on: ubuntu-latest
    environment: production
    steps:
      # - name: Checkout code
      #   uses: actions/checkout@v4
      #   with:
      #     fetch-depth: 0

      # - uses: GrantBirki/git-diff-action@v2.4.0
      #   id: git-diff
      #   with:
      #     raw_diff_file_output: diff.txt
      #     file_output_only: ""true""

      - name: Configure AWS credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          aws-region: ${{ vars.AWS_REGION }}
          role-to-assume: ${{ secrets.AWS_ROLE_TO_ASSUME }}
          role-session-name: gha-session
          role-duration-seconds: 3600

      - name: Get AWS credentials (Optional Step)
        run: aws sts get-caller-identity

      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: false
          review_simple_changes: false
          review_comment_lgtm: false
",2,6
dding94/s2w,.github/workflows/ai-pr-reviewer.yml,1d5bfc831e72911f3308c67df60e36a70e0514aa,2024-11-18 02:59:15,"name: Code Review

permissions:
  id-token: write
  contents: read
  pull-requests: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

concurrency:
  group:
    ${{ github.repository }}-${{ github.event.number || github.head_ref ||
    github.sha }}-${{ github.workflow }}-${{ github.event_name ==
    'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - name: configure aws credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          role-to-assume: ${{ secrets.AWS_ROLE_TO_ASSUME }}
          role-session-name: gha-session
          aws-region: us-east-1
      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: false
          review_simple_changes: false
          review_comment_lgtm: false",5325262c0d75f592bdc364e8edddc6df8618ecde,2024-11-18 07:23:26,"name: Code Review

permissions:
  id-token: write
  contents: read
  pull-requests: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

concurrency:
  group:
    ${{ github.repository }}-${{ github.event.number || github.head_ref ||
    github.sha }}-${{ github.workflow }}-${{ github.event_name ==
    'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - name: configure aws credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          role-to-assume: ${{ secrets.AWS_ROLE_TO_ASSUME }}
          role-session-name: gha-session
          aws-region: us-east-1
      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: false
          review_simple_changes: false
          review_comment_lgtm: false
          bedrock_light_model: ""anthropic.claude-3-5-sonnet-20240620-v1:0""
          bedrock_heavy_model: ""anthropic.claude-3-5-sonnet-20240620-v1:0""",0,1
rnanthan/postgres-table-schema-generator,.github/workflows/main.yml,38fbb5e0876f72181ff099ce3031f5e3cfad8fd8,2024-06-28 12:52:00,"name: Code Review

permissions:
  id-token: write
  contents: read
  pull-requests: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

concurrency:
  group:
    ${{ github.repository }}-${{ github.event.number || github.head_ref ||
    github.sha }}-${{ github.workflow }}-${{ github.event_name ==
    'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - name: configure aws credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          role-to-assume: arn:aws:iam::123456789012:role/YourOidcIamRole
          role-session-name: gha-session
          aws-region: us-east-1
      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: false
          review_simple_changes: false
          review_comment_lgtm: false
",38fbb5e0876f72181ff099ce3031f5e3cfad8fd8,2024-06-28 12:52:00,"name: Code Review

permissions:
  id-token: write
  contents: read
  pull-requests: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

concurrency:
  group:
    ${{ github.repository }}-${{ github.event.number || github.head_ref ||
    github.sha }}-${{ github.workflow }}-${{ github.event_name ==
    'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - name: configure aws credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          role-to-assume: arn:aws:iam::123456789012:role/YourOidcIamRole
          role-session-name: gha-session
          aws-region: us-east-1
      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: false
          review_simple_changes: false
          review_comment_lgtm: false
",0,0
aws-samples/jp-prototyping-blog,.github/workflows/review.yaml,6b917118fa4244df6dcbcbd7843c58bbc863dd10,2023-11-16 09:30:53,"name: Automated review

permissions:
  contents: read
  pull-requests: write
  id-token: write # This is required for requesting the JWT

on:
  pull_request_target:
  pull_request_review_comment:
    types: [created]


concurrency:
  group:
    ${{ github.repository }}-${{ github.event.number || github.head_ref ||
    github.sha }}-${{ github.workflow }}-${{ github.event_name ==
    'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}


env:
  TARGET_AWS_REGION: us-east-1
jobs:
  Run-Bedrock-review:
    runs-on: ubuntu-latest
    steps:
      - name: configure aws credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          role-to-assume: ${{ secrets.AWS_ROLE_ARN }}
          role-session-name: gha-session
          aws-region: ${{ env.TARGET_AWS_REGION }}
      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: true
          language: ja-JP
          review_simple_changes: true
          review_comment_lgtm: true
          only_allow_collaborator: true
          path_filters: |
            **/*.md
          summarize_release_notes: |
            提出されたブログ記事を読んで、100文字程度に内容を要約してください。要約はソフトウェアエンジニアが読んで分かりやすいものにしてください。
            入力された内容にブログ記事が含まれていない場合は、簡単に入力された内容をまとめてください。
          review_file_diff: |
            あなたはエンジニア向けブログ記事の編集者です。記事の原稿が入力されるので、以下の観点でレビューをしてください。
              - 分かりやすい日本語か
              - 誤解の余地がある表現がないか
              - 技術的な誤りを含んでいないか
              - より良くできるポイントはないか
            どんな些細な点でも構わないので、気になる点があれば指摘してください。
",aa8be1bf278eb3e00a30063a98cb5c99ecef23a0,2023-11-17 08:54:11,"name: Automated review

permissions:
  contents: read
  pull-requests: write
  id-token: write # This is required for requesting the JWT

on:
  pull_request_target:
    types: [opened, reopened]
  pull_request_review_comment:
    types: [created]


concurrency:
  group:
    ${{ github.repository }}-${{ github.event.number || github.head_ref ||
    github.sha }}-${{ github.workflow }}-${{ github.event_name ==
    'pull_request_review_comment' && 'pr_comment' || 'pr' }}
  cancel-in-progress: ${{ github.event_name != 'pull_request_review_comment' }}


env:
  TARGET_AWS_REGION: us-east-1
jobs:
  Run-Bedrock-review:
    runs-on: ubuntu-latest
    steps:
      - name: configure aws credentials
        uses: aws-actions/configure-aws-credentials@v4
        with:
          role-to-assume: ${{ secrets.AWS_ROLE_ARN }}
          role-session-name: gha-session
          aws-region: ${{ env.TARGET_AWS_REGION }}
      - name: PR review
        uses: tmokmss/bedrock-pr-reviewer@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        with:
          debug: true
          language: ja-JP
          review_simple_changes: true
          review_comment_lgtm: true
          only_allow_collaborator: true
          path_filters: |
            **/*.md
          summarize_release_notes: |
            提出されたブログ記事を読んで、100文字程度に内容を要約してください。要約はソフトウェアエンジニアが読んで分かりやすいものにしてください。
            入力された内容にブログ記事が含まれていない場合は、簡単に入力された内容をまとめてください。
          review_file_diff: |
            あなたはエンジニア向けブログ記事の編集者です。記事の原稿が入力されるので、以下の観点でレビューをしてください。
              - 分かりやすい日本語か
              - 誤解の余地がある表現がないか
              - 技術的な誤りを含んでいないか
              - より良くできるポイントはないか
            どんな些細な点でも構わないので、気になる点があれば指摘してください。
",0,1
Sergeew-K-V/cartographers_client,.github/workflows/robin.yml,1077cf2e9ae05ba28359f0edf307dc0313746f2b,2023-06-28 13:14:25,"name: Robin AI Reviewer

on:
  pull_request:
    types: [ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",95ca96abd7937c7b0141a9a92c58b696fa0c1f52,2023-06-29 12:35:34,"name: Robin AI Reviewer

on:
  pull_request:
    branches: [main, master]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v1.3.0
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""public/*""
            ""package-lock.json""
",0,2
Singho9/testapp,.github/workflows/main.yml,914c8a4b6338e06cce3837922de2f537fb741a3c,2023-07-06 10:48:08,"name: Code Review
permissions:
  contents: read
  pull-requests: write
on:
  issue_comment:
    types: [created, edited]

jobs:
  code-review:
    runs-on: ubuntu-latest
    if: startsWith(github.event.comment.body, 'chatgpt')
    steps:
    - name: OpenAI ChatGPT Code Review
      uses: adshao/chatgpt-code-review-action@v0.2
      with:
        PROGRAMMING_LANGUAGE: 'JavaScript'
        OPENAI_TOKEN: ${{ secrets.OPENAI_API_KEY }}
        GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        FULL_REVIEW_COMMENT: 'chatgpt'
        REVIEW_COMMENT_PREFIX: 'chatgpt:'
",75c6e6afa0599cf0a46da2e9c1fad833ae374258,2023-07-11 06:07:08,"name: Code Review
permissions:
  contents: read
  pull-requests: write
on:
  issue_comment:
    types: [created, deleted]
  pull_request_review_comment:
    types: [created, deleted, edited]
jobs:
  code-review:
    runs-on: ubuntu-latest
    steps:
    - name: OpenAI ChatGPT Code Review
      uses: adshao/chatgpt-code-review-action@v0.2.5
      with:
        OPENAI_TOKEN: ${{ secrets.OPENAI_API_KEY }}
        GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        FULL_REVIEW_COMMENT: 'chatgpt'
        REVIEW_COMMENT_PREFIX: 'chatgpt:'
",4,9
wenijinew/eu.tmux,.github/workflows/main.yml,0952a4413419afe4e68161270322fe8e1a79cf28,2023-08-30 18:00:05,"name: Robin AI Reviewer

on:
  pull_request:
    branches: [main]
    types:
      - opened
      - reopened
      - ready_for_review

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",1c5a23b3bbb5a7d0576a9a1fb6cfde86aaf5feaa,2023-10-31 19:09:33,"name: Robin AI Reviewer

on:
  pull_request:
    branches: [main]
    types:
      - opened
      - reopened
      - ready_for_review

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v1.5.0
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",62,3
uday-appdirect/codeball-test,.github/workflows/robin.yml,9fabab1087a2db0654468b9568f6853cfc489df9,2023-07-31 09:43:10,"name: Robin AI Reviewer

on:
  pull_request:
    types: [ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",f16c36470af1a2fbd6c1a83013d8656f1c7b7407,2023-07-31 11:41:22,"name: Robin AI Reviewer

on:
  pull_request:
    types: [ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v1.4.0
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",0,3
hilesystem/local,.github/workflows/robin.yml,9c863ecc67b7b3ecb4bacda98599200f2d08ce9e,2023-05-11 22:03:47,"name: Robin AI Reviewer

on:
  # skip draft PRs
  pull_request:
    - opened
    - reopened
    - synchronize
    - ready_for_review

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
",82129357ac0a7d7ac1be84bd38f3856a07bc0677,2023-05-15 21:17:51,"name: Robin AI Reviewer

on:
  pull_request:
    # skip draft PRs
    types: [opened, reopened, synchronize, ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}",3,2
ZaikinaEvgeniya-2/ZaikinaEvgeniya-2,.github/workflows/robin.yml,6649f1c99655c108843f4cd5cf14fe991acd0ef5,2023-06-28 13:00:22,"name: Robin AI Reviewer

on:
  pull_request:
    types: [ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",6649f1c99655c108843f4cd5cf14fe991acd0ef5,2023-06-28 13:00:22,"name: Robin AI Reviewer

on:
  pull_request:
    types: [ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v[INSERT_LATEST_RELEASE]
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",0,0
PathfinderHonorManager/PathfinderHonorManagerUI,.github/workflows/robin.yml,0386edf8151414cd445552094248f7a111303634,2023-07-09 12:46:02,"name: Robin AI Reviewer

on:
  pull_request:
    types: [ready_for_review]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v3
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v1.4.0

        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",0b635d27d2d5aefdd083cfc0e61b2444d4fa799a,2024-07-15 04:32:40,"name: Robin AI Reviewer

on:
  pull_request:
    branches: [main]
    types: [opened]

jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v4
      - name: Robin AI Reviewer
        uses: Integral-Healthcare/robin-ai-reviewer@v1.7.1
        with:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPEN_AI_API_KEY: ${{ secrets.OPEN_AI_API_KEY }}
          files_to_ignore: |
            ""README.md""
            ""assets/*""
            ""package-lock.json""
",371,6
IbragimovDP/test-cicd-reviewer,.github/workflows/reviewer.yaml,1ede433d229953efbb85beda006a0c5a11506e29,2023-07-04 08:49:16,"name: Code Review

on:
  issue_comment:
    types: [created, edited]

jobs:
  code-review:
    runs-on: ubuntu-latest
    if: github.event.comment.user.login == 'IbragimovDP' && startsWith(github.event.comment.body, 'chatgpt')
    steps:
    - name: OpenAI ChatGPT Code Review
      uses: adshao/chatgpt-code-review-action@v0.2
      with:
        PROGRAMMING_LANGUAGE: 'JavaScript'
        OPENAI_TOKEN: ${{ secrets.OPENAI_TOKEN }}
        GITHUB_TOKEN: ${{ secrets.GH_TOKEN }}
        FULL_REVIEW_COMMENT: 'chatgpt'
        REVIEW_COMMENT_PREFIX: 'chatgpt:'",0d7f3d4bbaadb6769f1a2dba8cdda08ee0e81c8a,2023-07-04 09:10:00,"name: Code Review

on:
  issue_comment:
    types: [created, edited]

jobs:
  code-review:
    runs-on: ubuntu-latest
    if: github.event.comment.user.login == 'IbragimovDP' && startsWith(github.event.comment.body, 'chatgpt')
    steps:
    - name: OpenAI ChatGPT Code Review
      uses: adshao/chatgpt-code-review-action@v0.2.5
      with:
        OPENAI_TOKEN: ${{ secrets.openai_api_key }}
        GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
        FULL_REVIEW_COMMENT: 'chatgpt'
        REVIEW_COMMENT_PREFIX: 'chatgpt:'
",0,3
leonj1/cat-emails,.github/workflows/presubmit-review.yml,86b7007ffa64677a5062953d5e0ca2efaffae7e0,2024-11-24 18:10:40,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

jobs:
  Review:
    runs-on: ubuntu-latest
    steps:
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""claude-3-5-sonnet-20241022""

",108941c3200718d8003b96c94841108aa6e24bf2,2024-11-24 18:29:45,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

on:
  pull_request:
  pull_request_review_comment:
    types: [opened, synchronize]

jobs:
  Review:
    runs-on: ubuntu-latest
      - name: Check required secrets
        run: |
          if [ -z ""${{ secrets.LLM_API_KEY }}"" ]; then
            echo ""Error: LLM_API_KEY secret is not configured""
            exit 1
          fi
    steps:
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""claude-3-5-sonnet-20241022""

",0,1
leonj1/devcontainer-gitpod,.github/workflows/presubmit.yml,69a83086a27b1371f1aac8b40aa68343dd4e5000,2024-12-15 22:41:56,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

concurrency:
  group: ${{ github.workflow }}-${{ github.ref }}
  cancel-in-progress: true

on:
  pull_request:
    paths-ignore:
      - '**.md'
      - 'docs/**'
  pull_request_review_comment:
    types: [created]
    paths-ignore:
      - '**.md'
      - 'docs/**'

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""claude-3-5-sonnet-20241022""
      - name: Upload coverage reports to Codecov
        uses: codecov/codecov-action@v5
        with:
          token: ${{ secrets.CODECOV_TOKEN }}
",69a83086a27b1371f1aac8b40aa68343dd4e5000,2024-12-15 22:41:56,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

concurrency:
  group: ${{ github.workflow }}-${{ github.ref }}
  cancel-in-progress: true

on:
  pull_request:
    paths-ignore:
      - '**.md'
      - 'docs/**'
  pull_request_review_comment:
    types: [created]
    paths-ignore:
      - '**.md'
      - 'docs/**'

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""claude-3-5-sonnet-20241022""
      - name: Upload coverage reports to Codecov
        uses: codecov/codecov-action@v5
        with:
          token: ${{ secrets.CODECOV_TOKEN }}
",0,0
leonj1/my-indexer,.github/workflows/presumit.yml,56ff42f412f120b3887dd223b5b95b5ef26811ec,2024-11-29 21:52:09,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""claude-3-5-sonnet-20241022""",a182f7f33d112bb26296cd208bc565c168fc15d3,2024-11-29 22:13:37,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

concurrency:
  group: ${{ github.workflow }}-${{ github.ref }}
  cancel-in-progress: true

on:
  pull_request:
    paths-ignore:
      - '**.md'
      - 'docs/**'
  pull_request_review_comment:
    types: [created]
    paths-ignore:
      - '**.md'
      - 'docs/**'

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""claude-3-5-sonnet-20241022""",0,2
kheina-com/backend,.github/workflows/test.yml,cdd580ee204ba6052fa9a385f78b0763f944493e,2025-01-14 21:08:46,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - name: Check required secrets
        run: |
          if [ -z ""${{ secrets.LLM_API_KEY }}"" ]; then
            echo ""Error: LLM_API_KEY secret is not configured""
            exit 1
          fi
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""gemini-1.5-flash-latest""
",cdd580ee204ba6052fa9a385f78b0763f944493e,2025-01-14 21:08:46,"name: Presubmit.ai

permissions:
  contents: read
  pull-requests: write
  issues: write

on:
  pull_request:
  pull_request_review_comment:
    types: [created]

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - name: Check required secrets
        run: |
          if [ -z ""${{ secrets.LLM_API_KEY }}"" ]; then
            echo ""Error: LLM_API_KEY secret is not configured""
            exit 1
          fi
      - uses: presubmit/ai-reviewer@latest
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          LLM_API_KEY: ${{ secrets.LLM_API_KEY }}
          LLM_MODEL: ""gemini-1.5-flash-latest""
",0,0
